season_year,data_source,match_id,match_date,competition_stage,team_code,team_name,opponent_code,opponent_name,is_home,goals,opponent_goals,result,total_shots,shots_on_target,blocked_shots,xg_total,fouls_committed,fouls_won,yellow_cards,red_cards,corners,offsides,passes,passes_completed,pass_pct,clearances,interceptions,possession_pct,saves,effective_tackles,venue,venue_city,referee_name
2026,espn_boxscore,760474,2026-06-26,,SEN,Senegal,IRQ,Iraq,True,5,0,W,28,12,5,,10,,2,0,12,1,590,,90.0,10,2,69.2,1,9,BMO Field,Toronto,
2026,espn_boxscore,760474,2026-06-26,,IRQ,Iraq,SEN,Senegal,False,0,5,L,6,1,4,,11,,2,1,3,0,266,,70.0,34,7,30.8,7,13,BMO Field,Toronto,
2026,espn_boxscore,760475,2026-06-26,,NOR,Norway,FRA,France,True,1,4,L,10,4,3,,9,,1,0,4,1,421,,80.0,16,13,43.3,5,11,Gillette Stadium,"Foxborough, Massachusetts",
2026,espn_boxscore,760475,2026-06-26,,FRA,France,NOR,Norway,False,4,1,W,18,9,3,,11,,1,0,5,2,555,,90.0,19,11,56.7,3,12,Gillette Stadium,"Foxborough, Massachusetts",
2026,espn_boxscore,760476,2026-06-26,,EGY,Egypt,IRN,Iran,True,1,1,D,15,3,6,,11,,3,0,8,0,589,,90.0,38,7,61.4,2,10,Lumen Field,"Seattle, Washington",
2026,espn_boxscore,760476,2026-06-26,,IRN,Iran,EGY,Egypt,False,1,1,D,13,4,3,,16,,4,0,2,3,367,,80.0,32,8,38.6,2,17,Lumen Field,"Seattle, Washington",
2026,espn_boxscore,760477,2026-06-26,,NZL,New Zealand,BEL,Belgium,True,1,5,L,6,2,1,,10,,2,0,5,1,436,,80.0,35,6,45.5,5,6,BC Place,Vancouver,
2026,espn_boxscore,760477,2026-06-26,,BEL,Belgium,NZL,New Zealand,False,5,1,W,35,10,12,,7,,0,0,8,1,525,,90.0,27,10,54.5,1,8,BC Place,Vancouver,
2026,espn_boxscore,760478,2026-06-26,,CPV,Cape Verde,SAU,Saudi Arabia,True,0,0,D,15,2,5,,10,,1,0,4,2,451,,80.0,29,13,51.0,3,12,NRG Stadium,"Houston, Texas",
2026,espn_boxscore,760478,2026-06-26,,SAU,Saudi Arabia,CPV,Cape Verde,False,0,0,D,7,3,3,,16,,3,0,2,0,444,,80.0,25,11,49.0,2,15,NRG Stadium,"Houston, Texas",
2026,espn_boxscore,760479,2026-06-26,,URU,Uruguay,ESP,Spain,True,0,1,L,5,1,1,,14,,3,1,1,5,301,,80.0,14,14,33.1,0,15,Estadio Akron,Guadalajara,
2026,espn_boxscore,760479,2026-06-26,,ESP,Spain,URU,Uruguay,False,1,0,W,6,1,1,,14,,1,0,6,2,622,,90.0,23,9,66.9,2,10,Estadio Akron,Guadalajara,
2026,espn_boxscore,760480,2026-06-27,,CRO,Croatia,GHA,Ghana,True,2,1,W,8,4,2,,9,,1,0,3,1,523,,90.0,23,4,53.3,0,8,Lincoln Financial Field,"Philadelphia, Pennsylvania",
2026,espn_boxscore,760480,2026-06-27,,GHA,Ghana,CRO,Croatia,False,1,2,L,6,1,2,,13,,1,0,2,2,455,,90.0,11,9,46.7,2,7,Lincoln Financial Field,"Philadelphia, Pennsylvania",
2026,espn_boxscore,760481,2026-06-27,,COL,Colombia,POR,Portugal,True,0,0,D,24,6,7,,12,,1,0,5,3,544,,90.0,16,6,54.6,2,8,Hard Rock Stadium,"Miami Gardens, Florida",
2026,espn_boxscore,760481,2026-06-27,,POR,Portugal,COL,Colombia,False,0,0,D,13,2,4,,6,,0,0,2,2,446,,90.0,22,13,45.4,6,5,Hard Rock Stadium,"Miami Gardens, Florida",
2026,espn_boxscore,760482,2026-06-27,,CDR,DR Congo,UZB,Uzbekistan,True,3,1,W,19,4,1,,6,,3,0,2,3,485,,80.0,25,7,57.6,1,13,Mercedes-Benz Stadium,"Atlanta, Georgia",
2026,espn_boxscore,760482,2026-06-27,,UZB,Uzbekistan,CDR,DR Congo,False,1,3,L,3,1,0,,16,,2,0,4,1,355,,80.0,38,12,42.4,1,18,Mercedes-Benz Stadium,"Atlanta, Georgia",
2026,espn_boxscore,760483,2026-06-27,,JOR,Jordan,ARG,Argentina,True,1,3,L,5,1,2,,13,,3,0,2,1,285,,80.0,13,19,26.7,1,8,AT&T Stadium,"Arlington, Texas",
2026,espn_boxscore,760483,2026-06-27,,ARG,Argentina,JOR,Jordan,False,3,1,W,12,4,1,,7,,0,0,6,3,801,,90.0,9,12,73.3,0,5,AT&T Stadium,"Arlington, Texas",
2026,espn_boxscore,760484,2026-06-27,,ALG,Algeria,AUT,Austria,True,3,3,D,12,5,2,,3,,0,0,0,1,754,,90.0,18,4,65.0,1,5,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",
2026,espn_boxscore,760484,2026-06-27,,AUT,Austria,ALG,Algeria,False,3,3,D,10,3,1,,7,,1,0,3,3,396,,90.0,19,10,35.0,2,4,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",
2026,espn_boxscore,760485,2026-06-27,,PAN,Panama,ENG,England,True,0,2,L,13,2,3,,16,,2,0,3,4,268,,80.0,34,6,32.9,4,11,MetLife Stadium,"East Rutherford, New Jersey",
2026,espn_boxscore,760485,2026-06-27,,ENG,England,PAN,Panama,False,2,0,W,17,6,3,,13,,1,0,7,4,558,,90.0,20,5,67.1,2,17,MetLife Stadium,"East Rutherford, New Jersey",
2026,espn_boxscore,760486,2026-06-28,,RSA,South Africa,CAN,Canada,True,0,1,L,6,1,1,,10,,0,0,1,1,554,,80.0,33,15,58.4,5,13,SoFi Stadium,"Inglewood, California",
2026,espn_boxscore,760486,2026-06-28,,CAN,Canada,RSA,South Africa,False,1,0,W,12,7,0,,16,,2,0,4,0,379,,80.0,16,8,41.6,1,15,SoFi Stadium,"Inglewood, California",
2026,espn_boxscore,760487,2026-06-29,,BRA,Brazil,JPN,Japan,True,2,1,W,19,7,6,,4,,2,0,6,1,682,,90.0,19,9,68.6,1,7,NRG Stadium,"Houston, Texas",
2026,espn_boxscore,760487,2026-06-29,,JPN,Japan,BRA,Brazil,False,1,2,L,5,2,2,,13,,3,0,2,0,313,,80.0,45,6,31.4,4,4,NRG Stadium,"Houston, Texas",
2026,espn_boxscore,760488,2026-06-29,,NED,Netherlands,MAR,Morocco,True,1,1,D,6,2,3,,18,,0,0,5,3,371,,80.0,22,11,29.9,5,10,Estadio BBVA,Guadalupe,
2026,espn_boxscore,760488,2026-06-29,,MAR,Morocco,NED,Netherlands,False,1,1,D,11,5,2,,15,,1,0,8,0,879,,90.0,34,11,70.1,1,14,Estadio BBVA,Guadalupe,
2026,espn_boxscore,760489,2026-06-29,,GER,Germany,PAR,Paraguay,True,1,1,D,21,6,8,,18,,2,0,16,4,805,,90.0,23,4,75.6,2,7,Gillette Stadium,"Foxborough, Massachusetts",
2026,espn_boxscore,760489,2026-06-29,,PAR,Paraguay,GER,Germany,False,1,1,D,7,3,2,,12,,2,0,6,1,255,,60.0,55,13,24.4,6,20,Gillette Stadium,"Foxborough, Massachusetts",
2026,espn_boxscore,760490,2026-06-30,,CIV,Ivory Coast,NOR,Norway,True,1,2,L,14,5,1,,6,,0,0,14,2,401,,80.0,11,4,47.0,1,18,AT&T Stadium,"Arlington, Texas",
2026,espn_boxscore,760490,2026-06-30,,NOR,Norway,CIV,Ivory Coast,False,2,1,W,9,4,3,,7,,1,0,3,2,474,,90.0,37,5,53.0,4,11,AT&T Stadium,"Arlington, Texas",
2026,espn_boxscore,760491,2026-06-30,,MEX,Mexico,ECU,Ecuador,True,2,0,W,15,3,3,,10,,0,0,3,0,316,,80.0,39,7,42.8,1,5,Estadio Banorte,Mexico City,
2026,espn_boxscore,760491,2026-06-30,,ECU,Ecuador,MEX,Mexico,False,0,2,L,7,1,1,,14,,3,1,8,1,410,,80.0,19,6,57.2,1,8,Estadio Banorte,Mexico City,
2026,espn_boxscore,760492,2026-06-30,,FRA,France,SWE,Sweden,True,3,0,W,25,12,4,,14,,0,0,9,3,551,,90.0,23,5,61.0,3,7,MetLife Stadium,"East Rutherford, New Jersey",
2026,espn_boxscore,760492,2026-06-30,,SWE,Sweden,FRA,France,False,0,3,L,8,3,1,,10,,0,0,1,1,350,,80.0,26,12,39.0,9,9,MetLife Stadium,"East Rutherford, New Jersey",
2026,espn_boxscore,760493,2026-07-01,,BEL,Belgium,SEN,Senegal,True,3,2,W,19,5,5,,22,,1,0,4,2,701,,90.0,28,8,52.3,3,5,Lumen Field,"Seattle, Washington",
2026,espn_boxscore,760493,2026-07-01,,SEN,Senegal,BEL,Belgium,False,2,3,L,19,5,3,,12,,1,0,2,2,639,,80.0,31,11,47.7,3,4,Lumen Field,"Seattle, Washington",
2026,espn_boxscore,760494,2026-07-01,,USA,United States,BIH,Bosnia and Herzegovina,True,2,0,W,8,2,2,,7,,0,1,4,3,415,,80.0,28,7,48.4,3,8,Levi's Stadium,"Santa Clara, California",
2026,espn_boxscore,760494,2026-07-01,,BIH,Bosnia and Herzegovina,USA,United States,False,0,2,L,10,3,3,,13,,1,0,3,0,447,,80.0,26,7,51.6,0,12,Levi's Stadium,"Santa Clara, California",
2026,espn_boxscore,760495,2026-07-01,,ENG,England,CDR,DR Congo,True,2,1,W,16,7,3,,10,,1,0,5,0,517,,90.0,23,7,59.7,1,6,Mercedes-Benz Stadium,"Atlanta, Georgia",
2026,espn_boxscore,760495,2026-07-01,,CDR,DR Congo,ENG,England,False,1,2,L,7,2,2,,12,,1,0,3,4,365,,80.0,36,3,40.3,5,8,Mercedes-Benz Stadium,"Atlanta, Georgia",
2026,espn_boxscore,760496,2026-07-02,,POR,Portugal,CRO,Croatia,True,2,1,W,15,3,4,,6,,1,0,9,1,585,,90.0,19,5,60.4,5,9,BMO Field,Toronto,
2026,espn_boxscore,760496,2026-07-02,,CRO,Croatia,POR,Portugal,False,1,2,L,13,6,2,,12,,2,0,5,4,370,,80.0,19,10,39.6,2,11,BMO Field,Toronto,
2026,espn_boxscore,760497,2026-07-02,,ESP,Spain,AUT,Austria,True,3,0,W,23,10,7,,8,,0,0,9,2,629,,90.0,15,6,64.4,0,12,SoFi Stadium,"Inglewood, California",
2026,espn_boxscore,760497,2026-07-02,,AUT,Austria,ESP,Spain,False,0,3,L,5,0,1,,15,,1,0,0,5,347,,80.0,21,6,35.6,6,8,SoFi Stadium,"Inglewood, California",
2026,espn_boxscore,760498,2026-07-02,,SUI,Switzerland,ALG,Algeria,True,2,0,W,11,5,2,,10,,0,0,4,0,438,,80.0,23,17,44.5,2,14,BC Place,Vancouver,
2026,espn_boxscore,760498,2026-07-02,,ALG,Algeria,SUI,Switzerland,False,0,2,L,8,2,3,,12,,2,0,2,2,563,,80.0,14,10,55.5,2,9,BC Place,Vancouver,
2018,statsbomb_event_data,7525,2018-06-14,Group Stage,,Russia,SAU,Saudi Arabia,True,5,0,W,14,7,4,1.2816,23,12,1,0,6,0,388,272,70.1,9,4,,,,Stadion Luzhniki,,Néstor Fabián Pitana
2018,statsbomb_event_data,7525,2018-06-14,Group Stage,SAU,Saudi Arabia,,Russia,False,0,5,L,6,0,3,0.2488,12,23,1,0,2,0,572,458,80.1,16,7,,,,Stadion Luzhniki,,Néstor Fabián Pitana
2018,statsbomb_event_data,7529,2018-06-16,Group Stage,CRO,Croatia,,Nigeria,True,2,0,W,11,2,3,1.6945,21,12,2,0,6,0,503,389,77.3,22,14,,,,Rostec Arena,,Sandro Ricci
2018,statsbomb_event_data,7529,2018-06-16,Group Stage,,Nigeria,CRO,Croatia,False,0,2,L,13,2,6,0.7623,15,20,1,0,4,0,425,319,75.1,16,6,,,,Rostec Arena,,Sandro Ricci
2018,statsbomb_event_data,7530,2018-06-16,Group Stage,FRA,France,AUS,Australia,True,2,1,W,12,4,5,1.5616,17,20,1,0,5,0,549,445,81.1,9,7,,,,Ak Bars Arena,,Andrés Cunha
2018,statsbomb_event_data,7530,2018-06-16,Group Stage,AUS,Australia,FRA,France,False,1,2,L,5,2,1,0.98,20,15,3,0,1,0,444,342,77.0,19,15,,,,Ak Bars Arena,,Andrés Cunha
2018,statsbomb_event_data,7531,2018-06-16,Group Stage,ARG,Argentina,,Iceland,True,1,1,D,28,7,12,2.0805,11,17,0,0,10,0,796,694,87.2,10,3,,,,Otkritie Bank Arena,,Szymon Marciniak
2018,statsbomb_event_data,7531,2018-06-16,Group Stage,,Iceland,ARG,Argentina,False,1,1,D,9,2,2,1.0321,17,9,0,0,2,0,224,137,61.2,20,28,,,,Otkritie Bank Arena,,Szymon Marciniak
2018,statsbomb_event_data,7532,2018-06-16,Group Stage,,Peru,,Denmark,True,0,1,L,17,6,3,1.9264,12,19,1,0,3,1,435,347,79.8,20,8,,,,Mordovia Arena,,Bakary Papa Gassama
2018,statsbomb_event_data,7532,2018-06-16,Group Stage,,Denmark,,Peru,False,1,0,W,11,3,3,1.1216,21,11,2,0,7,0,402,302,75.1,16,11,,,,Mordovia Arena,,Bakary Papa Gassama
2018,statsbomb_event_data,7533,2018-06-17,Group Stage,BRA,Brazil,SUI,Switzerland,True,1,1,D,21,4,7,1.8666,12,21,1,0,7,1,555,473,85.2,11,22,,,,Rostov Arena,,César Arturo Ramos Palazuelos
2018,statsbomb_event_data,7533,2018-06-17,Group Stage,SUI,Switzerland,BRA,Brazil,False,1,1,D,7,2,1,0.4721,21,11,2,0,2,0,458,363,79.3,21,15,,,,Rostov Arena,,César Arturo Ramos Palazuelos
2018,statsbomb_event_data,7534,2018-06-17,Group Stage,GER,Germany,MEX,Mexico,True,0,1,L,26,9,8,2.2993,13,13,2,0,6,0,619,521,84.2,4,6,,,,Stadion Luzhniki,,Alireza Faghani
2018,statsbomb_event_data,7534,2018-06-17,Group Stage,MEX,Mexico,GER,Germany,False,1,0,W,12,4,2,0.9933,15,11,2,0,1,0,324,247,76.2,23,17,,,,Stadion Luzhniki,,Alireza Faghani
2018,statsbomb_event_data,7535,2018-06-17,Group Stage,,Costa Rica,,Serbia,True,0,1,L,10,3,4,0.596,18,13,2,0,5,1,481,376,78.2,12,9,,,,Solidarnost Arena,,Malang Diedhiou
2018,statsbomb_event_data,7535,2018-06-17,Group Stage,,Serbia,,Costa Rica,False,1,0,W,12,2,3,1.9926,13,18,2,0,4,0,439,335,76.3,23,6,,,,Solidarnost Arena,,Malang Diedhiou
2018,statsbomb_event_data,7536,2018-06-18,Group Stage,BEL,Belgium,PAN,Panama,True,3,0,W,15,6,2,1.2121,17,20,3,0,9,0,610,513,84.1,7,12,,,,Olimpiyskiy Stadion Fisht,,Janny Sikazwe
2018,statsbomb_event_data,7536,2018-06-18,Group Stage,PAN,Panama,BEL,Belgium,False,0,3,L,7,2,0,0.6254,20,16,5,0,3,1,364,284,78.0,19,15,,,,Olimpiyskiy Stadion Fisht,,Janny Sikazwe
2018,statsbomb_event_data,7537,2018-06-18,Group Stage,TUN,Tunisia,ENG,England,True,1,2,L,6,1,2,0.9457,15,9,0,0,2,0,368,285,77.4,12,13,,,,Volgograd Arena,,Wilmar Alexander Roldán Pérez
2018,statsbomb_event_data,7537,2018-06-18,Group Stage,ENG,England,TUN,Tunisia,False,2,1,W,18,7,3,2.6264,9,14,1,0,7,1,570,484,84.9,4,6,,,,Volgograd Arena,,Wilmar Alexander Roldán Pérez
2018,statsbomb_event_data,7538,2018-06-18,Group Stage,SWE,Sweden,KOR,South Korea,True,1,0,W,16,4,8,2.0151,19,22,1,0,6,0,477,371,77.8,17,7,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Joel Antonio Aguilar Chicas
2018,statsbomb_event_data,7538,2018-06-18,Group Stage,KOR,South Korea,SWE,Sweden,False,0,1,L,5,0,3,0.4144,22,19,2,0,5,0,382,289,75.7,23,8,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Joel Antonio Aguilar Chicas
2018,statsbomb_event_data,7539,2018-06-19,Group Stage,,Poland,SEN,Senegal,True,1,2,L,10,3,1,1.0423,7,16,1,0,3,1,585,482,82.4,12,11,,,,Otkritie Bank Arena,,Nawaf Abdulla Ghayyath Shukralla
2018,statsbomb_event_data,7539,2018-06-19,Group Stage,SEN,Senegal,,Poland,False,2,1,W,7,1,3,1.4278,17,7,1,0,3,0,382,286,74.9,16,18,,,,Otkritie Bank Arena,,Nawaf Abdulla Ghayyath Shukralla
2018,statsbomb_event_data,7540,2018-06-19,Group Stage,,Russia,EGY,Egypt,True,3,1,W,12,4,3,0.9812,10,11,2,0,7,0,467,321,68.7,26,8,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Enrique Cáceres
2018,statsbomb_event_data,7540,2018-06-19,Group Stage,EGY,Egypt,,Russia,False,1,3,L,15,2,5,1.6975,11,9,1,0,4,0,484,360,74.4,22,13,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Enrique Cáceres
2018,statsbomb_event_data,7541,2018-06-19,Group Stage,COL,Colombia,JPN,Japan,True,1,2,L,10,3,4,0.8063,15,11,2,1,3,1,422,314,74.4,7,13,,,,Mordovia Arena,,Damir Skomina
2018,statsbomb_event_data,7541,2018-06-19,Group Stage,JPN,Japan,COL,Colombia,False,2,1,W,14,6,3,2.3207,11,14,0,0,6,0,630,530,84.1,16,19,,,,Mordovia Arena,,Damir Skomina
2018,statsbomb_event_data,7542,2018-06-20,Group Stage,POR,Portugal,MAR,Morocco,True,1,0,W,12,2,4,0.885,18,21,1,0,5,0,397,281,70.8,27,6,,,,Stadion Luzhniki,,Mark Geiger
2018,statsbomb_event_data,7542,2018-06-20,Group Stage,MAR,Morocco,POR,Portugal,False,0,1,L,17,4,2,1.4551,23,17,1,0,7,0,519,382,73.6,13,14,,,,Stadion Luzhniki,,Mark Geiger
2018,statsbomb_event_data,7543,2018-06-20,Group Stage,IRN,Iran,ESP,Spain,True,0,1,L,6,0,0,0.4265,14,15,2,0,2,0,262,158,60.3,20,12,,,,Ak Bars Arena,,Andrés Cunha
2018,statsbomb_event_data,7543,2018-06-20,Group Stage,ESP,Spain,IRN,Iran,False,1,0,W,18,3,9,2.197,15,14,0,0,6,0,816,719,88.1,10,6,,,,Ak Bars Arena,,Andrés Cunha
2018,statsbomb_event_data,7544,2018-06-20,Group Stage,URU,Uruguay,SAU,Saudi Arabia,True,1,0,W,14,3,5,1.8074,13,12,0,0,3,1,511,429,84.0,13,10,,,,Rostov Arena,,Clément Turpin
2018,statsbomb_event_data,7544,2018-06-20,Group Stage,SAU,Saudi Arabia,URU,Uruguay,False,0,1,L,8,2,3,0.2735,12,11,0,0,2,0,584,499,85.4,8,18,,,,Rostov Arena,,Clément Turpin
2018,statsbomb_event_data,7545,2018-06-21,Group Stage,ARG,Argentina,CRO,Croatia,True,0,3,L,10,3,4,1.2181,20,22,4,0,5,0,535,413,77.2,7,11,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ravshan Irmatov
2018,statsbomb_event_data,7545,2018-06-21,Group Stage,CRO,Croatia,ARG,Argentina,False,3,0,W,14,5,3,1.8317,23,19,4,0,2,0,382,274,71.7,15,12,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ravshan Irmatov
2018,statsbomb_event_data,7546,2018-06-21,Group Stage,FRA,France,,Peru,True,1,0,W,12,4,2,1.8624,11,14,2,0,5,0,435,332,76.3,12,24,,,,Ekaterinburg Arena,,Mohamed Abdulla Hassan Mohd
2018,statsbomb_event_data,7546,2018-06-21,Group Stage,,Peru,FRA,France,False,0,1,L,12,2,2,0.6252,14,9,2,0,2,0,548,436,79.6,12,11,,,,Ekaterinburg Arena,,Mohamed Abdulla Hassan Mohd
2018,statsbomb_event_data,7547,2018-06-21,Group Stage,,Denmark,AUS,Australia,True,1,1,D,10,5,1,1.0144,7,6,2,0,3,0,478,396,82.8,18,10,,,,Solidarnost Arena,,Antonio Miguel Mateu Lahoz
2018,statsbomb_event_data,7547,2018-06-21,Group Stage,AUS,Australia,,Denmark,False,1,1,D,13,5,4,1.4122,6,6,0,0,5,0,533,442,82.9,15,4,,,,Solidarnost Arena,,Antonio Miguel Mateu Lahoz
2018,statsbomb_event_data,7548,2018-06-22,Group Stage,BRA,Brazil,,Costa Rica,True,2,0,W,23,9,5,3.0964,11,16,2,0,10,2,750,661,88.1,9,4,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Björn Kuipers
2018,statsbomb_event_data,7548,2018-06-22,Group Stage,,Costa Rica,BRA,Brazil,False,0,2,L,4,0,1,0.1587,17,11,1,0,1,2,294,205,69.7,28,8,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Björn Kuipers
2018,statsbomb_event_data,7549,2018-06-22,Group Stage,,Nigeria,,Iceland,True,2,0,W,17,4,6,1.3122,10,12,1,0,6,0,529,413,78.1,22,8,,,,Volgograd Arena,,Matthew Conger
2018,statsbomb_event_data,7549,2018-06-22,Group Stage,,Iceland,,Nigeria,False,0,2,L,10,3,1,1.5522,12,10,0,0,5,0,339,224,66.1,20,7,,,,Volgograd Arena,,Matthew Conger
2018,statsbomb_event_data,7550,2018-06-22,Group Stage,,Serbia,SUI,Switzerland,True,1,2,L,12,3,1,1.1535,20,13,4,0,3,0,347,263,75.8,12,13,,,,Rostec Arena,,Felix Brych
2018,statsbomb_event_data,7550,2018-06-22,Group Stage,SUI,Switzerland,,Serbia,False,2,1,W,19,5,6,1.5573,13,20,1,0,7,0,554,467,84.3,9,8,,,,Rostec Arena,,Felix Brych
2018,statsbomb_event_data,7551,2018-06-23,Group Stage,GER,Germany,SWE,Sweden,True,2,1,W,18,5,8,1.3181,12,16,1,1,5,2,718,619,86.2,11,3,,,,Olimpiyskiy Stadion Fisht,,Szymon Marciniak
2018,statsbomb_event_data,7551,2018-06-23,Group Stage,SWE,Sweden,GER,Germany,False,1,2,L,7,6,1,0.8152,17,10,2,0,3,0,234,164,70.1,38,9,,,,Olimpiyskiy Stadion Fisht,,Szymon Marciniak
2018,statsbomb_event_data,7552,2018-06-23,Group Stage,BEL,Belgium,TUN,Tunisia,True,5,2,W,23,11,4,5.3364,13,15,0,0,3,0,475,392,82.5,10,16,,,,Otkritie Bank Arena,,Jair Marrufo
2018,statsbomb_event_data,7552,2018-06-23,Group Stage,TUN,Tunisia,BEL,Belgium,False,2,5,L,17,5,3,1.1882,15,12,1,0,2,0,467,374,80.1,9,9,,,,Otkritie Bank Arena,,Jair Marrufo
2018,statsbomb_event_data,7553,2018-06-23,Group Stage,KOR,South Korea,MEX,Mexico,True,1,2,L,17,6,9,0.8218,26,8,3,0,7,0,360,279,77.5,10,5,,,,Rostov Arena,,Milorad Mažić
2018,statsbomb_event_data,7553,2018-06-23,Group Stage,MEX,Mexico,KOR,South Korea,False,2,1,W,14,5,2,1.8776,8,23,0,0,4,0,495,422,85.3,9,13,,,,Rostov Arena,,Milorad Mažić
2018,statsbomb_event_data,7554,2018-06-24,Group Stage,ENG,England,PAN,Panama,True,6,1,W,11,7,2,3.1683,14,12,1,0,3,0,607,552,90.9,12,5,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ghead Grisha
2018,statsbomb_event_data,7554,2018-06-24,Group Stage,PAN,Panama,ENG,England,False,1,6,L,8,2,1,1.08,13,14,3,0,2,0,406,349,86.0,8,7,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ghead Grisha
2018,statsbomb_event_data,7555,2018-06-24,Group Stage,,Poland,COL,Colombia,True,0,3,L,11,2,5,1.1142,17,10,2,0,7,0,448,340,75.9,25,18,,,,Ak Bars Arena,,César Arturo Ramos Palazuelos
2018,statsbomb_event_data,7555,2018-06-24,Group Stage,COL,Colombia,,Poland,False,3,0,W,13,3,5,1.3869,11,17,0,0,5,0,548,427,77.9,22,9,,,,Ak Bars Arena,,César Arturo Ramos Palazuelos
2018,statsbomb_event_data,7556,2018-06-24,Group Stage,JPN,Japan,SEN,Senegal,True,2,2,D,7,3,2,0.9822,9,15,2,0,2,0,476,368,77.3,20,8,,,,Ekaterinburg Arena,,Gianluca Rocchi
2018,statsbomb_event_data,7556,2018-06-24,Group Stage,SEN,Senegal,JPN,Japan,False,2,2,D,15,7,1,1.8783,15,9,3,0,5,0,392,285,72.7,7,9,,,,Ekaterinburg Arena,,Gianluca Rocchi
2018,statsbomb_event_data,7557,2018-06-25,Group Stage,IRN,Iran,POR,Portugal,True,1,1,D,9,2,2,1.577,16,8,1,0,0,0,239,154,64.4,11,18,,,,Mordovia Arena,,Enrique Cáceres
2018,statsbomb_event_data,7557,2018-06-25,Group Stage,POR,Portugal,IRN,Iran,False,1,1,D,15,4,3,1.5224,9,16,2,0,5,0,630,534,84.8,10,7,,,,Mordovia Arena,,Enrique Cáceres
2018,statsbomb_event_data,7558,2018-06-25,Group Stage,URU,Uruguay,,Russia,True,3,0,W,16,6,5,2.4826,19,18,1,0,4,0,526,436,82.9,9,6,,,,Solidarnost Arena,,Malang Diedhiou
2018,statsbomb_event_data,7558,2018-06-25,Group Stage,,Russia,URU,Uruguay,False,0,3,L,3,1,1,0.1802,19,19,1,1,2,0,380,290,76.3,20,7,,,,Solidarnost Arena,,Malang Diedhiou
2018,statsbomb_event_data,7559,2018-06-25,Group Stage,SAU,Saudi Arabia,EGY,Egypt,True,2,1,W,21,7,5,2.5458,9,15,0,0,6,0,674,589,87.4,6,19,,,,Volgograd Arena,,Wilmar Alexander Roldán Pérez
2018,statsbomb_event_data,7559,2018-06-25,Group Stage,EGY,Egypt,SAU,Saudi Arabia,False,1,2,L,8,1,1,0.9237,17,9,2,0,1,0,379,292,77.0,21,12,,,,Volgograd Arena,,Wilmar Alexander Roldán Pérez
2018,statsbomb_event_data,7560,2018-06-25,Group Stage,ESP,Spain,MAR,Morocco,True,2,2,D,18,3,2,2.6045,6,18,0,0,7,0,753,675,89.6,3,9,,,,Rostec Arena,,Ravshan Irmatov
2018,statsbomb_event_data,7560,2018-06-25,Group Stage,MAR,Morocco,ESP,Spain,False,2,2,D,8,3,1,1.0718,18,6,6,0,1,0,251,187,74.5,18,8,,,,Rostec Arena,,Ravshan Irmatov
2018,statsbomb_event_data,7561,2018-06-26,Group Stage,,Iceland,CRO,Croatia,True,1,2,L,17,6,4,2.1327,14,11,3,0,10,0,331,224,67.7,10,9,,,,Rostov Arena,,Antonio Miguel Mateu Lahoz
2018,statsbomb_event_data,7561,2018-06-26,Group Stage,CRO,Croatia,,Iceland,False,2,1,W,13,2,3,0.6739,13,13,1,0,5,0,535,451,84.3,25,7,,,,Rostov Arena,,Antonio Miguel Mateu Lahoz
2018,statsbomb_event_data,7562,2018-06-26,Group Stage,AUS,Australia,,Peru,True,0,2,L,16,2,4,1.6293,12,12,3,0,8,0,575,489,85.0,11,5,,,,Olimpiyskiy Stadion Fisht,,Sergey Karasev
2018,statsbomb_event_data,7562,2018-06-26,Group Stage,,Peru,AUS,Australia,False,2,0,W,4,3,0,0.3364,12,12,2,0,3,0,431,341,79.1,22,6,,,,Olimpiyskiy Stadion Fisht,,Sergey Karasev
2018,statsbomb_event_data,7563,2018-06-26,Group Stage,,Denmark,FRA,France,True,0,0,D,5,1,3,0.139,11,10,1,0,4,0,342,236,69.0,20,10,,,,Stadion Luzhniki,,Sandro Ricci
2018,statsbomb_event_data,7563,2018-06-26,Group Stage,FRA,France,,Denmark,False,0,0,D,11,4,1,0.4181,10,11,0,0,2,0,699,592,84.7,8,5,,,,Stadion Luzhniki,,Sandro Ricci
2018,statsbomb_event_data,7564,2018-06-26,Group Stage,,Nigeria,ARG,Argentina,True,1,2,L,9,3,1,1.3053,21,17,2,0,3,0,322,210,65.2,9,27,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Cüneyt Çakιr
